,video_name,question,answer
14842,nh1GBPeyyMo,почему оберточную бумагу обматывают лентами,красивый
14843,1VAugQRO05g,почему есть лидер,как лидер
14844,hQIwXufRVGY,зачем связывают двух собак веревкой,предотвратить потерю
14845,gi0wjdtxaC4,"почему они должны наклоняться вперед, прежде чем перевернуться",помощь
14846,4bw6ocN0jGU,почему они двигаются перед тренировкой,разогревать
14847,KYtV2vpwuVw,почему мужчина в шлеме,предотвратить травму
14848,KfP205pf7PU,как человек в фиолетовом будет возвращаться после вязания,на машине
14849,efaYmJsTDJc,женщины в сером носят черные брюки?,да
14850,efaYmJsTDJc,женские брюки длинные брюки,нет
14851,VFvHqc5Bg-0,"что случилось с человеком в зеленом костюме до того, как он прыгнул",полуприсед
14852,GyOLWizKXaE,"что случилось с человеком в зеленом костюме до того, как он закрутил гайки",сорняк
14853,HbF6UM4jUDk,"что случилось с человеком в зеленом до того, как он крутил обруч",знакомство с хулахупом
14854,bsl3oM4svdQ,"что случилось с человеком в зеленом до того, как он воспользовался митингом",набивка
14855,N5J9Zb07uuQ,"что случилось с человеком в зеленом до того, как он поклеил обои",стоять на лестнице
14856,JbAvSsIaI8g,что случилось с человеком в зеленом до того как он надел очки,получить очки
14857,Pp4U2Ql7bhY,что случилось с человеком в зеленом перед сваркой,носить маску
14858,VCdZ9gfzRWo,"что случилось с человеком в зеленом костюме до того, как он выкрутил лампочку",подобрать лампочку
14859,-G-sh-NhYtk,что случилось с человеком в зеленых штанах после уборки снега,забрать камеру
14860,QU5R75IyQow,"что случилось с человеком в зеленом платье до того, как он принял позу",мыть голову
14861,VcbMGRcN9Cc,что случилось с человеком в сером костюме после того как он повернул ручку,цель
14862,mhHoL-9mY1E,"Что случилось с человеком в сером до того, как он почистил ботинки",взять кисть
14863,b8S0HFHh_p0,"что случилось с человеком в шляпе после того, как турист спрыгнул",закрывать
14864,kUxz_SPi72U,"что произошло после того, как человек в шляпе вынул запчасти из машины",переустановить
14865,nO2tXrQDD8I,что случилось с человеком в джинсах после того как мяч попал в лунку,вынуть мяч
14866,pIv2jZdHP0k,что случилось с человеком в джинсах после того как он завязал шнурки,надеть обувь
14867,RztM-NVwV5o,"что случилось с человеком в джинсах до того, как он вытащил пистолет",объяснять
14868,ggNmtMAdqe0,"что случилось с человеком в джинсах до того, как их приварили",шлем
14869,dWUEAavKWmI,"что случилось с человеком в светло-голубом, прежде чем он ударил по мячу",ходить
14870,Dx9wjBdbZ1M,"что случилось с человеком в оранжевом до того, как он вытащил плитку",рыхлая поверхность плитки
14871,E-XerA_sOjw,"что случилось с человеком в оранжевом костюме после того, как он схватил собаку",метание фрисби
14872,Cq7Myyfbtn0,что случилось с человеком в розовом после практики сорго,садись и аплодируй
14873,liK3LME0gNY,"что случилось с человеком в розовом перед тем, как встать",садиться
14874,h8J08sJ2no0,"Что случилось с человеком в розовом до того, как он начал ходить прямо",ходьба на руках
14875,TtQPtLPTqBA,"что случилось с человеком в розовом до того, как он помыл руки",мыломыльный
14876,K5X_ytiMuqc,"что случилось с человеком в розовых тапочках до того, как он намазался солнцезащитным кремом",подобрать солнцезащитный крем
14877,Gi9aPJOgn6M,"что случилось с человеком в фиолетовом после того, как он задел водительское сиденье",закрытая дверь
14878,qpdREcmjhUw,"что происходит, когда человек в красной куртке смотрит налево",смотреть прямо
14879,hpoReoD1vD0,что случилось с человеком в красном после соуса,сыр
14880,c7SweMMGQE8,"что случилось с человеком в красной одежде после того, как он расчесал волосы",уборка
14881,wjcCl0jPxO4,"Что случилось с человеком в красном после того, как он промыл глаза",вытирая глаза
14882,Tg3FU9Ro6KQ,"что случилось с человеком в красном до того, как он накрасил ногти лаком",масло для покрытия
14883,MFvdMVCzfB0,"что случилось с человеком в красном до того, как он почистил зубы",зубная паста
14884,h_Kt_rqmODs,"что случилось с человеком в красном платье, прежде чем что-то подобрать",стоять
14885,R-lGXNY19wE,"что случилось с человеком в красном до того, как он распылил солнцезащитную жидкость",носить солнцезащитный крем
14886,AG6Rpvxxetg,что было когда человек в красных штанах повернулся на 180 градусов,земля
14887,FujUrbL1qc0,"что произошло до того, как человек в рубашке сделал приседания",лечь
14888,RKUEXxnXrm8,"что случилось с человеком в полосатом платье после того, как он порезал овощи",чистка яиц
14889,n7dHbqoEiek,"что случилось с человеком в жилете до того, как он починил листья",забрать машину
14890,nPTq63WtemI,"что случилось, когда люди в белом спустились в спортзал",черные штаны вверх
14891,JowsnupmNd0,"что случилось с человеком в белом после того, как он потянул за перекладину рукой",ни одна нога не может
14892,rA7qVOp47Qg,"Что случилось с человеком в белом после того, как он пнул лошадь",подбежать
14893,ta4QlTBHTTw,что случилось с человеком в белом костюме после тай-чи,комментарий
14894,PMy2EyktRmo,"что случилось с человеком в белом после того, как он наступил на свой велосипед",сделать действие
14895,X2LI_I_qw-A,"что случилось с человеком в белом после того, как он перевернул картошку",чистить
14896,y1CzJvvItrM,"что случилось с человеком в белом после того, как он сбрил цемент",двигаться
14897,gMwjhe0Njkc,"что случилось с человеком в белом костюме после того, как он обернулся",толкание ядра
14898,kXfYuIx31Bo,"Что случилось с человеком в белом до того, как он размешал цемент",разобрать мешок
14899,B1u-Er4jXFA,"что случилось с человеком в белом до того, как он вылил яйца в кастрюлю",вареные овощи
14900,gmFioIDX4X0,что случилось с человеком в белом на видео перед лодкой,рисунок
14901,-HaFSqzE4Nc,"что случилось с человеком в белом до того, как его стошнило на венок",курение
14902,rwUlqI6HWyY,"что случилось с человеком в белом до того, как он передвинул яйца",яичная жидкость
14903,LlgGMRw16UY,"что случилось с человеком в белом до того, как он коснулся земли руками",повернуть
14904,VyD5Z0S9tXU,"что случилось с человеком в белом до того, как он перевернул картошку",чистить
14905,eGLD-0b1LV0,"что случилось с человеком в белом до того, как он пошел в спортзал",введение
14906,047dUA_39x8,"что случилось с человеком в белой рубашке до того, как он поймал животное",Прыгать
14907,gDNgiybMA1s,что случилось с человеком в белой рубашке перед спином,коснуться живота
14908,ZOeQh2-ci3M,"что случилось с человеком в белом коротком рукаве после того, как он намочил руки",Мыло для рук
14909,a7DEFV0_nCE,"что случилось с человеком в белом жилете до того, как он запустил воздушного змея",прогуляться
14910,DG9-yffcXS4,"что случилось с человеком в желтом костюме до того, как он поставил крышу",демонтировать крышу
14911,GrqBqKMW4ps,"что произошло после того, как человек, который прыгнул на брусьях в видео, закончил игру",хлопать в ладоши
14912,SfYJTxMRKDE,что случилось с человеком в красных штанах после того как ковбой бросил мяч,бросать мяч
14913,gOKkjA2yvGo,"что произошло, когда человек в черном поднял руку",повернись
14914,Yfg0bZbxjVg,"что произошло после того, как человек в черном помыл собаку",сухая собака
14915,G0g7vEwI0z8,"что произошло после того, как человек в черном отложил яйца",положить в горшок
14916,TSVdiNxLu50,"что случилось с человеком в черном костюме и черной шляпе после того, как он упал",продолжать серфинг
14917,X1bmeq4u6YE,"что случилось с человеком в черном до того, как он разогрел хлеб",масло реверс
14918,kZMDKbfIis0,"что случилось, когда человек в черных туфлях бросил керлинг",чистить лед
14919,5HW6mjZZvtY,"что случилось со скейтбордом, когда человек в черных штанах подпрыгнул",повернись
14920,J6T9pokWX1E,"что случилось с человеком в синем до того, как он намазал животному морду",купание животных
14921,1nXLVjfupto,"Что случилось с человеком в синем до того, как он сделал бочонок",отображает реквизит
14922,99PtaOQbBIY,"что случилось с человеком в синем до того, как он подстриг кошке когти",объяснить детали
14923,q8mReXud6fE,"что произошло после того, как коричневый человек прыгнул",лиственный
14924,deU1mGcNh1Q,"что случилось с человеком в сером, прежде чем он поел",перевернутая чаша
14925,aHKZIUD3wPI,"что случилось с человеком в зеленом, когда они обрезали листья",опавшие листья
14926,Z-C5yMAUmM4,что стало с человеком в красном плаще после глотка пива,поставить вино
14927,H5TETCI731k,"что случилось с человеком в розовом до того, как он ударил по мячу",бег
14928,Y7yGeNl7POk,что случилось с человеком в розовом после прыжка,найти камень
14929,jwOZsKS25oc,"Что случилось с человеком в розовом платье после того, как он поднял ногу",коснуться ноги
14930,pvpfRBndHh8,"Что случилось с человеком в розовом платье после того, как он вытянул ногу",удары
14931,hGUUlFxygmw,"Что случилось с человеком в розовом до того, как он накрасил ногти",отображать
14932,RI-l0tK8Ok0,"что случилось с человеком в розовом до того, как он сел на скамейку",перестановка
14933,nMTyJxJIZUs,"Что случилось с человеком в фиолетовом после того, как он накрасил ногти",лак для ногтей
14934,SSqVGeD2XaQ,"что случилось, когда человек в красном выиграл игру",поцелуйте друг друга
14935,MlxMV7WH9-g,"что произошло до того, как человек в красном сделал печенье",печь предварительного нагрева
14936,nSsll1A6Gxw,"Что случилось с человеком в белом до того, как он начал играть на пианино одной рукой",игра на арфе
14937,tp0L6sR1qts,"что случилось с человеком в белом до того, как он позаботился о велосипеде",толкать велосипед
14938,alcSAjjsH9w,"что случилось с человеком в белом после того, как он ударил по яйцу",помешивать
14939,RQajzyqAcQM,"что случилось с человеком в белом после того, как он вырезал камень",номера чертежей
14940,-rKS00dzFxQ,"что случилось с человеком в белом после того, как он приготовил",крышка крышка
14941,dD3eR9Sb1x0,"что случилось с человеком в желтом до того, как они начали танцевать",качать
14942,u1upxlAgsqM,"что случилось с человеком в желтом до того, как он выстрелил",Прыгать
14943,MaYV3jnGr6g,"что случилось с блондином до того, как он надел контактные линзы",мыть руки
14944,_9e948mdwrs,"что произошло после того, как человек на видео толкнул машину",плавать
14945,nxNJNn8blDw,"что случилось с человеком в черном до того, как он положил ковер",передвинуть мебель
14946,h2HRRkwHoKw,"Что случилось с человеком, который приготовил напитки после того, как насыпал лед",подобрать напиток
14947,_6TamBiyYWA,"что происходит, когда женщина на видео целится в цель",запуск
14948,7Iy7Cjv2SAE,"Что случилось с женщиной в синем после того, как она расчесала волосы",щекотливая собака
14949,uWnlmM2uOs4,"что случилось, когда женщина носит солнцезащитные очки и наносит солнцезащитный крем",солнцезащитный крем
14950,9LraB2HBC0g,"Что случилось с женщиной с каштановыми волосами до того, как она побрила ноги",крем для бритья
14951,Ci9WKE6wkOQ,"Что случилось с женщинами с желтыми волосами до того, как они растянулись",стоя на одном колене
14952,Cjq9wf9XnX0,"Что случилось с человеком, который поднял штангу после того, как он поднял штангу",движущаяся штанга
14953,z93quI8Gxx4,"что произошло после того, как человек в черном потянул верблюда",кормить
14954,PSAfQ1qjtOA,"что произошло, когда человек в черном прыгнул на бревно",начать работу
14955,GjjRDUirW7g,"что случилось, когда человек в черной рубашке получил губную гармошку",Салли Гарденс
14956,bLqd98mmu3w,"что произошло, когда человек в черном купальнике встал",погрузиться
14957,GJz8FEFB70w,"что произошло, когда человек в черном жилете поднял штангу",Пауза
14958,PFn7a6eEhb4,"что происходит, когда бык переворачивает человека вверх ногами во время корриды",человек уносится
14959,c9A384zijnk,"что случилось с человеком в костюме шеф-повара после того, как подали лапшу",посыпать приправой
14960,ou45_7IdWCE,что случилось с маленьким ребенком в синем костюме на качелях,счастливый
14961,_DiTdY1Mtj4,что случилось с ребенком в красном после того как он выкатил железную пластину,переход через
14962,LWJzkihZUWA,"что произошло, когда ребенок на видео взял карандаш для макияжа",в лицо
14963,GhwvPy4_2KE,"что случилось, когда ребенок в видео сел на качели",качели качели
14964,NouHsmaE-xA,"что случилось, когда человек в ковбое бросил веревку",спешиться
14965,tHFF0OaIHoE,"что случилось с человеком в черной повязке после того, как он сбрил чужую голову",прыжок кота
14966,teDceMxV9PA,что стало с человеком в малиновом жилете после того как он прыгнул,волна
14967,TlDkQ8SNG64,"что произошло после того, как человек в хаки потянул верблюда",ходить
14968,Fe-DUewB8ok,что случилось с пацаном в красной куртке после двух ударов,удар ногой
14969,VEwZJ-5u_Xs,"Что случилось с человеком в солнечных очках после того, как воздушный змей взлетел все выше и выше",линия нагнетания
14970,8bX1g0mefzM,"что случилось, когда длинноволосая женщина уронила жидкость в бутылку",крем для обуви
14971,Kq115s7yL3I,"что происходит, когда человек не может вытереть м поролоновой салфеткой",лопата с лопатой
14972,41xqneu4_RA,"что происходит, когда человек ударяет по мячу одной рукой",обмен руками
14973,IucYlH_gAic,"что случилось с человеком в синей шляпе, когда он всплыл",бабочка
14974,8rimo9x4qqw,"что произошло после того, как человек в оранжевой одежде вскочил",неуклонное падение
14975,rmMCA60HqZ0,"что случилось с человеком в смирительной рубашке после того, как он умылся",вытереть лицо
14976,QLbWA54l1Sg,"что случилось с человеком в белом жилете после того, как он потянул за левое запястье",гаечный ключ правое запястье
14977,C2KzNljiTIU,"что происходит, когда человек на видео держит волосы в пучке",продолжать расчесывать волосы
14978,-ntEh6HpeX0,"что произошло, когда человек в белом открыл очиститель",залить моющее средство
14979,W3KCFRADoX8,"что случилось с человеком в белом после того, как он завязал волосы",рвал волосы
14980,nQjxgOz1WYo,"что случилось с человеком в белом после того, как он выплюнул язык",перед столом
14981,7ToBC5eGg38,"что случилось с человеком в белом после того, как он подал мяч",перейти к объективу
14982,5Y4YkCkgShc,"что происходит, когда человек в костюме повара насыпает муку в миску",добавить соль
14983,sxf0x55Cvb4,"что происходит, когда человек в тонированном шлеме пересекает поток",корабль перевернулся
14984,0_GpcrCLdag,"что произошло, когда человек с красным сердцем взял ложку",напоить
14985,1ILXipBgbTs,"что случилось, когда человек в розовом шлеме попал на плавательный круг",упасть в воду
14986,assDWZW6zTA,"что произошло, когда человек на видео довел мяч до корзины",стрелять
14987,gkhgAlVSKTI,"что произошло после того, как человек, который играл на инструменте в видео, сыграл на нем",Фото
14988,QBy64z68s0w,"Что случилось с человеком в красном после того, как он спрыгнул с бревна",отдать честь
14989,7c5vvEn3uLk,"что произошло после того, как всадник поймал корову веревкой",связать корову
14990,svSM-UqjNWE,что случилось с человеком в шарфе после того как он выкурил свою первую сигарету,коса курит
14991,7t666Y8cLGk,"что случилось с сидящим человеком после того, как он впервые надул мыльный пузырь",разрыв пузыря
14992,-1CEVKeAyA8,"что произошло, когда человек, сидящий в начале видео, посмотрел вверх",улыбка
14993,7EEpIeXhO54,"что произошло после того, как человек, появившийся в начале видео, подпрыгнул",падать
14994,B_NQ_U2JEp4,"что произошло после того, как человек на видео открыл сумку",установить на корзину
14995,0-CYG7bH54A,"что произошло, когда человек на видео сунул лицо в кастрюлю",Чили порошок
14996,pQof_-tUNtY,"Что случилось с человеком с часами после того, как он положил коробку для завтрака в квадратное полотенце",упаковочная коробка
14997,hJKX5ZulTgI,"что произошло, когда человек с часами поднял волосы расческой",дует
14998,KSu59HUet3E,"что произошло, когда человек в белом халате указал ручкой за стену",мука для опрыскивания стен
14999,29Vrl0rJbSo,"что происходит, когда человек расчесывает волосы",использовать воздуходувку
15000,9z_ylV5c9HA,"что происходит, когда человек носит идеальный зрачок",мигать
15001,KsKUIIHiMg0,"что произошло после того, как желтый человек положил тряпку в зеленое ведро",ткань высыхает
15002,AnbC-26sAI4,"что произошло, когда человек в желтом шлеме прыгнул на палубу",покажи свою руку
15003,MAZlsi4Bon8,"что произошло после того, как желтый ребенок в шестой раз постучал по кукле",остановиться
15004,DbF6oI705UA,"что произошло после того, как человек в желтой повязке сел на пол",расколоть
15005,GsNyn-6DDJM,"что случилось с черным человеком с короткими рукавами после того, как он причесался",заткнуть себе рот
15006,OkMH4AlF8hQ,что случилось с детьми на видео после того как они съели мороженое,борьба
15007,fevlUD03yCM,"что произошло, когда девушка намазала лицо солнцезащитным кремом",трогать
15008,aVHmi3Kjr_Q,"что произошло после того, как человек на видео украсил елку",выключить свет
15009,2bnO6YWXCiU,что стало с человеком на видео после того как он упал на декоративный грунт,распространяться
15010,BFICeyu5oMM,"что произошло после того, как человек на видео впервые зашевелился",жидкокристаллический прозрачный
15011,ggw-70xi0dA,"что случилось с человеком на видео, который висит вверх ногами на проводе",захват проволоки
15012,Hs1fGDcU6Js,"что произошло, когда человек на видео положил руки на землю",подъем ноги
15013,Wgr9YpWni30,"что произошло после того, как человек в черном прыгнул",сидя на плоском поясе
15014,m22TDwfa8go,"что произошло, когда человек в черном взял чашку",чашка для вытирания
15015,F_DHgp5hERs,"что случилось с человеком в синем после того, как он переехал",тянуть веревку
15016,O2vrVwjqktg,"что случилось с синим человеком после того, как он ударил по мячу",лицо мяч
15017,2Mw-3jScc0M,"что произошло, когда человек в синем распилил дрова",носить дрова
15018,nN1u9BVysQs,"что происходит, когда человек в сером быстро и высоко поднимает ноги",в беспорядке
15019,9Hw3xvJJTy0,"что случилось с человеком в фиолетовом, когда он встал",подниматься по лестнице
15020,b5GrYqt5tRQ,"что произошло, когда человек в красном вышел из-за камеры",назад
15021,5QBRDpzedoI,"что произошло, когда человек на видео стоял на резиновой дорожке",бегать
15022,g-KEU43sCt4,"что произошло, когда человек в белых шортах прошел посередине",кувыркаясь
15023,Rte9HqaQ1tw,"что случилось с человеком в белом после того, как он зажег свечу",мытье посуды
15024,m4ef0fCA2WU,"что произошло, когда человек в белом платье подошёл к качелям",воспитывать детей
15025,zHXpo62bCaQ,"что происходит, когда человек в белом хула-хуле обручается вокруг талии","плечо, чтобы повернуться"
15026,9AqHhUuE9bE,"что произошло, когда человек в белом платье поставил обувь",щетка обувь
15027,AsTfp_4Um1A,"что произошло, когда кто-то поднял свою одежду в начале видео",показать одежду
15028,IgEc5mY9L44,"что произошло, когда человек на видео поднял перчатку",Одень это
15029,6tveUnZe7WA,"что произошло после того, как человек на видео поставил волынку",начать играть
15030,5kIl4TspdR0,"что произошло, когда человек на видео засунул зубную щетку в рот",чистить зубы
15031,cqHWqXRkUfU,что случилось с человеком который сидел на воздушной подушке после того как он проскользнул под горку,стоять
15032,KxY2z_xDsO8,"что случилось с человеком на видео после того, как он запустил игру",катящийся мяч
15033,aXCAudMzN2o,что случилось когда человек в средних штанах перестал прыгать в начале видео,сидеть
15034,TQepyWudKYQ,"что случилось с человеком в синем костюме и шлеме после того, как он замахнулся битой",заткнуть себе рот
15035,w8rTULZCkzk,"что произошло после того, как человек на видео взял ботинок",поставить в умывальник
15036,GK_DCUGw5lM,"что происходит, когда человек в черном и с короткими рукавами бросает палку",вращать
15037,9u-wH-UBuRc,что случилось с человеком в зеленом с гаечным ключом и черным человеком,отдых
15038,TmA7xnrULME,"что случилось, когда человек в желтой воде с короткими рукавами был загружен песком",куча песка руками
15039,NVNUT5iwLtw,"что случилось, когда человек в зеленом положил хозяйственное мыло на",пузырь
15040,0-kEI13BtcY,"что произошло, когда человек с черной лентой для волос поднял мусор",положить в сумку
15041,06ofnvq2Hjs,"что происходит, когда вы скользите на скейтборде, ставите ноги на землю и толкаете его назад",ускорить
15042,i0jy3fjw8xQ,"что произошло после того, как банджи-хоппер спрыгнул с высоты",поймать веревку
15043,zX9DZ_x9rJ4,"что произошло после того, как серый человек смешал специи",добавить масло
15044,OJYajhN1RHs,что случилось с парикмахером после парикмахера,волосы выпрямлены
15045,ok6LTNirAPo,"что произошло после того, как ребенок на видео схватил торт руками",заткнуть рот
15046,sV8nkrbJIKE,"что произошло, когда человек на видео закончил шевелиться",поставить в духовку
15047,uM6ErLnAGW4,"что произошло, когда человек на видео налил говядину",влить в лук
15048,4FGdbFzq-8I,что было после того как поднялись волны на видео,начать серфинг
15049,b39hqdpOn7k,"что произошло, когда видео человека в видео все еще",конец
15050,dI6TWaB6tls,"что происходит, когда женщина подходит к мужчине",танец
15051,aWKZSqbOi2Q,"что произошло после того, как вы подняли человека",кто-то упал
15052,7CNEttu-t7g,что было после описания устройства,искусственная демонстрация
15053,fSVDG4h0lzM,какую шляпу носит игрок,нет
15054,JFupxdGxgPQ,что за шапка у парня в сером,ковбойская шляпа
15055,yUC6HXP9S8A,какую шапку носит мужчина в черном,камуфляжная кепка
15056,feYYvRmqCgI,какую шляпу носит мужчина в коричневом,шапка
15057,G0g7vEwI0z8,чем человек в белом зарабатывает на жизнь,готовить
15058,EFtxSXp1pck,"Какой ингредиент первым добавил в кастрюлю человек, одетый в белое?",яйцо
15059,z8lxaUC1Shk,на каком инструменте играет человек в красном,волынка
15060,vLEz1mHahdM,на каком инструменте играет солдат,волынка
15061,cBCi-pOE5NQ,что делают лысые мужики на видео,играть на саксофоне
15062,i9t0zZzzbhE,что под всадником,лошадь
15063,iYxj8a1TPYk,что стоит за лысым мужчиной,корзина
15064,IrO7Fgr102M,что под лысым мужиком на осле,осел
15065,exhsUZg_xQA,что у ног синего спортивного мужчины,подушечки
15066,8OA30kYcAUQ,что у ног человека в розовом,лужайка
15067,hs81dVKvvdw,что под рукой у розоволосого мужчины,подушечки
15068,UPZm0tx77Vw,что перед красным человеком,стол для настольного тенниса
15069,esZMkzlZiuY,какой ряд рядом с бассейном,трамплин
15070,Imui46JTe7s,что у мужчины с короткими волосами под его телом,фитнес-мяч
15071,bz9R-Xa5xqM,на каком инструменте играют седовласые люди,орган
15072,LG7p5JrgMfE,что делают женщины в платье,танец
15073,JW5P5FdOrcw,какая прическа у женщины,прямые волосы
15074,FOlMVTmAeaQ,что выше человека в желто-красной рубашке,небо
15075,WsHzMciP5X8,что находится над зрительским столом,отображать
15076,iaqFvTpoceI,что над синим полем,лампа
15077,6q7LQZLC_N8,что над корпусом,мачта
15078,Ft3SzVtUsKA,что над водой,водолаз
15079,BJM1rUjXvkQ,что добавляется после добавления яиц,молоко
15080,69SYd5feEBQ,что такое животное украшение на столе,собака
15081,FkSf3pxra3M,что окружает абитуриента,железная сетка
15082,3DQTz4Ke50Q,что вокруг травы,древесина
15083,3ROld-bSgPQ,что за ребенок в зеленой одежде,игрушка
15084,Z1POv1Qeno0,что вокруг берега реки,дерево
15085,3ZJQHfrfR2M,что вокруг дороги,дом
15086,EmlmKZ6Gi3Y,что вокруг ручья,древесина
15087,bu7zk-YxEoY,что в ногах у блондинки,балансир
15088,BV4zqyN8hLs,что у девушки в ногах,доска для серфинга
15089,CAa74sedG9A,что скрывается за темноволосой девушкой с волосами,дом
15090,3ROld-bSgPQ,что за ребенком в зеленом,диван
15091,SCM5-6hQCGY,"что находится позади ребенка, сидящего на земле",пляж
15092,PjSOjB7qhcA,что стоит за мужчиной в джинсовой юбке,дом
15093,c_NlYvL96y0,что стоит за девушкой в ​​черном,тренер
15094,5gc896my38M,что стоит за девушкой в ​​розовой повязке,реклама
15095,JWFJGkUKVfk,что стоит за сидящим на корточках человеком,стена
15096,bUCMSDMB7MU,что стоит за женщиной в черной куртке,кот
15097,HWkGANOfqQE,что стоит за человеком в синей полосатой одежде,стена
15098,R3ffxWaI9QU,что стоит за человеком в синем жилете,аудитория
15099,hbipKjS0G7w,что стоит за неподвижно стоящим человеком в зеленой одежде,доска
15100,7NMds32-lMc,"что за мужчина в черных туфлях, когда впервые поднимает тяжести",красное знамя
15101,b5SYTLjp6HI,что стоит за тяжелоатлетом,стул
15102,bUHE8XcPZgs,что стоит за человеком с черной кожей,аудитория
15103,ygHElEUxVwA,что находится позади человека с браслетом,Стеклянная дверь
15104,gCxLSh-cgng,что стоит за человеком в синих коротких рукавах,дерево
15105,hgTgOjkcvpc,"что стоит за человеком, который не носит шляпу",дерево
15106,yUC6HXP9S8A,что стоит за человеком в джинсах,поверхность озера
15107,Sn8IRyUFNac,что стоит за человеком в цветочном платье,стена
15108,QrKWO2uNNJ0,что стоит за человеком в фиолетовом жилете,оконные шторы
15109,9lX18LyTuAQ,что стоит за полосатыми пацанами,стена
15110,rzZutQSmyJo,что стоит за женщиной в клетчатой ​​юбке,стол
15111,tqanHyXTFFw,что стоит за женщиной в полосатой юбке,дерево
15112,3JNNjd9fv7U,что стоит за женщиной в белом,стена
15113,f0rWFvJ7uTk,что стоит за женщиной в белых брюках,теплица
15114,Cy56IkwsQVs,что стоит за женщиной в черной одежде на видео,флаг Соединенных Штатов
15115,VcthLhKIntA,что стоит за женщиной в черных туфлях,занавес
15116,V_rril47Z5Q,что стоит за женщиной в белых коротких рукавах,окно
15117,Alv7N6Ynm1Y,что стоит за человеком в черном костюме,пианино
15118,0WVkoTBmhA0,что стоит за логотипом в начале анимации,красное облако
15119,hCFCYe_Jp-k,что стоит за акробатиком,дерево
15120,8SMXK2uOvk0,что скрывается за антилопой,кактус
15121,k2U1lOpLqdk,что стоит за спортсменом,экран системы показателей
15122,bFHpaULTwsE,что за видео в начале дерева,дом
15123,MjHlAvy2qVY,что стоит за человеком в бикини,дом
15124,jXZ6WVxXgLA,что стоит за человеком в черных сапогах,дерево
15125,nPTq63WtemI,что стоит за человеком в черном,спортивные тренажеры
15126,cRBnLFujD3g,что стоит за человеком в черной куртке,экран
15127,-ceM4HHukhE,что стоит за черным мужчиной с короткими рукавами,стена
15128,1PpVSeE2BJ8,какая спина у человека в синем,диван
15129,W40iaV960sw,что скрывается за верблюдом,древесина
15130,xgIxKDm9M38,что за машиной,дом
15131,loYCYGQpGRw,что стоит за поваром,блендер
15132,OkMH4AlF8hQ,что за ребенком на видео,цветок
15133,hOdSTik8_nw,что находится за цементной стеной стадиона,дерево
15134,J8VMY1SPJaY,что стоит за первым лицом в видео,стена
15135,W8eqlIPRWCk,что стоит за девушкой,дерево
15136,EEaLID3z9tM,что стоит за девушкой в ​​голубом,стена
15137,ie9PgZt9svA,что стоит за девушкой в ​​синем жилете,этап
15138,5E42nKwv1xY,что стоит за девушкой в ​​форме 16-й команды,стена
15139,5g70tfGYWDk,что стоит за девушкой в ​​голубом,ткань
15140,_JE5T2RKZvo,что стоит за человеком в клетчатой ​​рубашке,кабинет
15141,GgfyTMpHfnI,что находится за головой человека в черном,рука
15142,G6W6wen6n7w,что находится за планкой для прыжков в высоту,подушка
15143,Sx7YgFLnwfM,что стоит за хозяином,большой экран
15144,0Mn0gxECBLA,что за домом на траве,дерево
15145,0PyY_iHBZHk,что стоит за лидером,дерево
15146,jLwUrFMRGzY,что стоит за лидером,гимнастический человек
15147,CCL8kqQMCRw,что скрывается за маленьким мальчиком в черной одежде,всякая всячина
15148,YnsusYE6i_0,что стоит за человеком в голубом платье,дверь
15149,GqWH2IYPw6U,что стоит за человеком в серой рубашке,фонтан
15150,g_T8qK7qTFI,что стоит за человеком в полицейской форме,транспортное средство
15151,9DVsv84awMg,что стоит за человеком в синей форме и красной шапке,надувной шар
15152,c7SweMMGQE8,что стоит за человеком в фиолетовой одежде,очиститель
15153,elW8E-9bCRQ,что стоит за мужчиной в левой части видео,рекламный щит
